"","x1","x2","x3","x4"
"1",2.42619662123987,3.25973598751921,7,-1.82409060903885
"2",2.28544100801214,0.1981326086926,3,4.07872148185761
"3",2.11270168717694,0.130041375355565,4,-2.61155689028088
"4",2.50585546281236,0.300448737328146,2,4.60208239659846
"5",2.4410974198279,1.6735655973081,7,-1.03960321094883
"6",2.73361785348854,3.19313528481165,3,1.48175977934448
"7",2.25368695205562,1.18528324007379,4,-3.27380731168195
"8",2.43917961992042,0.46026063817518,2,-4.14339110415488
"9",2.19016892734862,0.790240030905527,8,-3.42185892727636
"10",2.53466980232085,1.30694675808348,3,-3.95957151288633
"11",2.20575144631817,0.00143543304667177,3,3.06126673316433
"12",2.11266827721685,0.699471457062739,3,2.43534809186549
"13",2.14400439040886,0.664509765021078,7,3.39047585902786
"14",1.84822976085821,1.35678528120208,6,-0.2628675132276
"15",2.4579161974129,0.0268372821387132,8,0.751900784623451
"16",2.50476312459505,0.0482021486456918,6,-4.92124298741591
"17",2.46443453625886,1.67831339647362,1,-1.00865019883068
"18",2.53925952988378,1.95914299360103,5,5.46256885516658
"19",2.20503608176276,1.26310180027145,5,2.73939497210762
"20",2.37253288296951,1.24581582638653,7,8.15353333355775
"21",1.83202831208279,1.81217752891655,5,3.07143832833558
"22",2.02385070278092,0.424077780010391,3,1.04359908834074
"23",2.18829530342694,0.0752383086243314,1,-0.469571724884782
"24",2.21738873761487,0.760980630177036,10,5.13899608304697
"25",2.26463940168106,0.149662525653039,5,-3.10148447912249
"26",2.08869757651795,1.3906377144827,7,2.00779244020648
"27",2.56132239804141,1.21093626830679,6,8.14406917417255
"28",2.43078200905908,0.616925532918364,9,-10.3921986856074
"29",2.34251443742274,1.00003143133178,2,-1.94262039849852
"30",2.54323556194133,0.464993698024801,7,-0.636027963058248
"31",1.87855392084969,1.06074982242793,2,-1.05604523988625
"32",2.52560875178857,1.80573557543533,6,3.63956045597442
"33",2.22975076094119,0.147951512941717,3,-12.0069516061508
"34",2.25826868941864,2.97564652218243,3,6.11153070582958
"35",1.85687104520243,0.704168085238174,5,-4.32959272489828
"36",2.14058990334037,1.6652342239488,5,7.04263276347747
"37",2.3184594633276,3.10503652096339,3,1.82359221992098
"38",2.54405991346312,2.04095081762654,4,-3.60902745141447
"39",1.81894554697787,0.927141227045331,4,3.30952451378606
"40",2.20668398558055,0.950305466894858,3,3.21049124700799
"41",2.61963297866322,0.247420053438993,4,4.05696850654982
"42",1.85690540134475,0.232608884632437,7,-5.42291293633487
"43",2.38830792348617,0.248636199524688,4,3.48269085464128
"44",2.17451958963214,0.473717863879881,4,-0.471657117414126
"45",2.07257245397324,1.90275080666432,6,3.37690603338117
"46",2.14876937561962,3.10574430913893,5,4.21702926699566
"47",2.45141934769457,0.976597417670633,4,-6.09965193033757
"48",2.50079580632917,0.274948938868277,6,-3.57305406003261
"49",1.94473263008687,0.618127041008989,3,14.3029238269595
"50",2.11340046884854,5.58975139570923,4,3.44517825093133
"51",2.2085535167159,2.03458096853963,3,6.58769379643979
"52",2.35833602847757,0.108350008518302,3,5.42778536146825
"53",2.27646176304916,0.0989658122602082,3,-5.49839637717783
"54",2.23545905465619,0.899894738293911,5,3.39483584853693
"55",2.3028674856418,1.71488315965382,5,2.48119703289671
"56",2.50721807002633,2.88843723170479,3,0.57846814374038
"57",2.42313500533637,0.0553834372626746,1,-7.53521437665475
"58",2.4905852157163,0.35244337478106,3,-7.28636054890388
"59",2.09734241673269,0.945044037285689,6,2.32562614499623
"60",2.41676039123937,0.284437737993354,4,-2.42845699419922
"61",2.17272129001319,0.321175882810709,5,-0.321304009070106
"62",2.56368619933987,0.51016376701038,7,-3.15853742149692
"63",2.11455380110195,0.773354273284077,7,6.29933469670569
"64",2.15010672961014,1.01299409167456,2,-2.71744263253122
"65",2.38638075720252,0.566136257492817,5,-7.7315837186977
"66",2.64657379608197,0.482927498891676,6,-0.421177516235919
"67",2.23662589864095,0.320934082559787,3,-0.916558032869557
"68",2.48372157187483,0.00675848218927885,5,-4.35532574866676
"69",2.26437793676587,0.810029145836752,7,1.87503805589664
"70",2.44554219755633,0.0776004821828834,5,-5.2628712682325
"71",2.06122069799255,0.750444222252203,6,2.40356448276047
"72",2.62235047904587,0.895722789165349,8,5.16696533770039
"73",2.15261158518783,0.470644326729687,5,-0.345858962523158
"74",2.4641280864469,0.882238761721967,8,0.299306344546517
"75",2.01546898537709,0.113743675025154,4,-0.173429435485185
"76",2.22975325339231,3.75887455863317,6,-15.1564654462776
"77",2.23152160085526,1.24496653287459,7,-0.323408946498167
"78",2.37289075857168,2.66877819757367,7,5.24063444045032
"79",2.06208269394491,1.66791691455056,4,-4.01955117503537
"80",2.19088438659887,0.420780363550868,5,-16.398213905725
"81",2.38650023599361,1.66902017849743,2,5.69289727489531
"82",2.30861031769885,0.0829384211664632,3,11.7822828639484
"83",2.30935125912704,3.6646153936006,6,10.47291301365
"84",2.47978568719002,0.837863346323813,9,7.91448589100718
"85",2.10865028890627,1.32187982694082,5,-10.8368354826421
"86",2.12433355835947,0.144356478582678,6,-4.37913220136546
"87",2.07337058524075,0.0796652224584749,3,-4.69670762523573
"88",2.34483413343672,0.188209760144511,4,-2.8131817195919
"89",2.25699618220338,1.37472511325551,3,-1.56022836655652
"90",2.43973420305191,0.201290084499903,4,-8.19691023860783
"91",2.33054658804557,3.25656260751907,7,-20.5708648007337
"92",2.63362809841011,0.388116369942548,4,7.497146884684
"93",2.13213069117935,1.71231799924742,6,-2.68648345915188
"94",2.31300880658577,0.262344053482562,4,-1.73621617101599
"95",2.23654307185391,1.38773058184909,6,1.26529057116695
"96",1.76335250803242,0.220004342501701,9,4.25724007099512
"97",2.43424469603916,3.97509074906319,9,-5.34940732276377
"98",2.65696699494602,0.951054831906116,7,5.58762436229018
